WORK_ID,STATE_NAME,CONSTITUENCY,MP_NAME,WORK_CATEGORY,ACTIVITY_NAME,SANCTION_AMOUNT,ACTUAL_AMOUNT,TOTAL_FUND_DISBURSED_AMT,PAYMENT_COUNT,UNIQUE_VENDOR_COUNT,PEER_COUNT,PEER_MEDIAN_SANCTION,SANCTION_TO_PEER_MEDIAN,SANCTION_PEER_Z_SCORE,DATA_COMPLETENESS_RATIO,IF_RAW_SCORE,IF_DECISION_SCORE,ML_PERCENTILE,ML_ANOMALY_STRENGTH,ML_SEVERITY,RULE_AGREEMENT,STATISTICAL_AGREEMENT,DETECTOR_AGREEMENT_COUNT
150128,West Bengal,BARDHAMAN PURBA(SC),DR. SHARMILA SARKAR,Normal/Others,WS/MP18248/2024-2025/150128-Construction of community centers and community halls,3000000.0,2444263.0,2444263.0,3.0,1.0,1,3000000.0,1.0,,0.9090909090909092,-0.7007903181300109,-0.1690122108704351,99.98756183204644,0.7007903181300109,HIGH,False,False,1
178543,Rajasthan,BHILWARA,DAMODAR AGARWAL,Normal/Others,WS/MP18162/2025-2026/178543-Construction of community centers and community halls,500000.0,491529.0,491529.0,11.0,10.0,1,500000.0,1.0,,0.9090909090909092,-0.7006731991265196,-0.1688950918669438,99.9866050498962,0.7006731991265196,HIGH,True,True,3
199528,Delhi,WEST DELHI,Kamaljeet Sehrawat,Normal/Others,WS/MP18400/2025-2026/199528-Installation of multi-gym equipment,421700.0,410002.0,410002.0,2.0,1.0,1,421700.0,1.0,,1.0,-0.6998752107732408,-0.168097103513665,99.98564826774592,0.6998752107732408,HIGH,True,False,2
186128,Rajasthan,BHILWARA,DAMODAR AGARWAL,Normal/Others,"WS/MP18162/2025-2026/186128-Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,,490910.0,21.0,13.0,1,500000.0,1.0,,0.8181818181818181,-0.6979283975695898,-0.166150290310014,99.98469148559565,0.6979283975695898,HIGH,True,True,3
227278,Haryana,SONEPAT,SATPAL BRAHAMCHARI,Normal/Others,WS/MP18067/2025-2026/227278-Construction of community centers and community halls,491759.0,328185.0,328185.0,3.0,3.0,1,491759.0,1.0,,1.0,-0.6962694579616768,-0.164491350702101,99.98373470344536,0.6962694579616768,HIGH,False,False,1
145799,Rajasthan,ALWAR,BHUPENDER YADAV,Normal/Others,WS/MP18159/2024-2025/145799-Construction of public libraries and reading rooms,1200000.0,872625.0,872625.0,2.0,2.0,1,1200000.0,1.0,,1.0,-0.6956165710995659,-0.1638384638399901,99.9827779212951,0.6956165710995659,HIGH,False,False,1
230890,Rajasthan,AJMER,Bhagirath Chaudhary,Normal/Others,WS/MP719/2025-2026/230890-Construction of community centers and community halls,499974.0,,285163.0,25.0,25.0,1,499974.0,1.0,,0.8181818181818181,-0.6914712624101086,-0.1596931551505328,99.98182113914484,0.6914712624101086,HIGH,True,True,3
201981,Andhra Pradesh,KAKINADA,TANGELLA UDAY SRINIVAS,Normal/Others,WS/MP18010/2025-2026/201981-Providing drains and gutters for public drainage,1600000.0,1123023.0,1123023.0,1.0,1.0,1,1600000.0,1.0,,1.0,-0.6914353210970213,-0.1596572138374455,99.98086435699456,0.6914353210970213,HIGH,False,False,1
269921,Uttarakhand,ALMORA(SC),Ajay Tamta,Normal/Others,WS/MP477/2026-2027/269921-Construction of footpaths and pedestrian ways,100000.0,,95003.0,17.0,16.0,1,100000.0,1.0,,0.8181818181818181,-0.6877044472453904,-0.1559263399858146,99.97990757484428,0.6877044472453904,HIGH,True,True,3
190825,Odisha,BHUBANESWAR,Smt Aparajita Sarangi,Normal/Others,WS/MP300/2025-2026/190825-Construction of public libraries and reading rooms,1000000.0,853987.0,853987.0,2.0,1.0,1,1000000.0,1.0,,1.0,-0.6865019801827665,-0.1547238729231907,99.978950792694,0.6865019801827665,HIGH,False,False,1
196288,Uttar Pradesh,MISRIKH(SC),Ashok Kumar Rawat,Normal/Others,WS/MP507/2025-2026/196288-Lighting of public spaces,47472048.0,,37203872.0,4.0,1.0,1,47472048.0,1.0,,0.8181818181818181,-0.6864481609296404,-0.1546700536700647,99.97799401054374,0.6864481609296404,HIGH,True,False,2
219741,Punjab,SANGRUR,GURMEET SINGH MEET HAYER,Normal/Others,WS/MP18314/2025-2026/219741-Construction of bus-sheds or bus-stops,450000.0,348978.0,348978.0,14.0,4.0,1,450000.0,1.0,,0.9090909090909092,-0.6857849081277019,-0.1540068008681261,99.97703722839346,0.6857849081277019,HIGH,True,True,3
249920,Rajasthan,JALORE,LUMBARAM,Normal/Others,"WS/MP18166/2025-2026/249920-Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,474734.0,474734.0,12.0,12.0,1,500000.0,1.0,,0.9090909090909092,-0.6845372406659319,-0.1527591334063561,99.9760804462432,0.6845372406659319,HIGH,True,True,3
144452,Rajasthan,UDAIPUR(ST),MANNA LAL RAWAT,Normal/Others,WS/MP18172/2025-2026/144452-Construction of common work sheds/ common covered sitting area,500000.0,,489272.0,20.0,11.0,1,500000.0,1.0,,0.8181818181818181,-0.6842231273859164,-0.1524450201263406,99.97512366409292,0.6842231273859164,HIGH,True,True,3
249915,Rajasthan,JALORE,LUMBARAM,Normal/Others,WS/MP18166/2025-2026/249915-Development of playground,600000.0,572375.0,572375.0,12.0,12.0,1,600000.0,1.0,,0.9090909090909092,-0.6834012654043211,-0.1516231581447453,99.97416688194264,0.6834012654043211,HIGH,True,True,3
174610,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,WS/MP370/2025-2026/174610-Construction of community centers and community halls,500000.0,,198175.0,7.0,7.0,1,500000.0,1.0,,0.8181818181818181,-0.682951064426959,-0.1511729571673832,99.97321009979238,0.682951064426959,HIGH,True,True,3
266346,Tamil Nadu,POLLACHI,ESWARASAMY K,Normal/Others,"WS/MP18181/2025-2026/266346-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",6000000.0,2581399.0,2581399.0,1.0,1.0,1,6000000.0,1.0,,0.9090909090909092,-0.6828589258729159,-0.1510808186133401,99.9722533176421,0.6828589258729159,HIGH,False,False,1
154259,Uttarakhand,TEHRI GARHWAL,Mala Rajya Laxmi Shah,Normal/Others,WS/MP478/2024-2025/154259-Construction of footpaths and pedestrian ways,200000.0,198368.0,198368.0,12.0,7.0,1,200000.0,1.0,,1.0,-0.6826213955891598,-0.150843288329584,99.97129653549185,0.6826213955891598,HIGH,True,True,3
195402,Punjab,BHATINDA,Smt Harsimrat Kaur Badal,Normal/Others,"WS/MP716/2025-2026/195402-Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,373359.0,373359.0,5.0,5.0,1,500000.0,1.0,,0.9090909090909092,-0.6820728804803805,-0.1502947732208047,99.97033975334156,0.6820728804803805,HIGH,True,False,2
180883,Kerala,MALAPPURAM,E.T. MOHAMMED BASHEER,Normal/Others,WS/MP18305/2025-2026/180883-Purchase of hospital equipment,2861487.0,2861487.0,2861487.0,13.0,12.0,1,2861487.0,1.0,,0.9090909090909092,-0.6814223499048063,-0.1496442426452305,99.9693829711913,0.6814223499048063,HIGH,True,True,3
259491,Rajasthan,GANGANAGAR(SC),KULDEEP INDORA,Normal/Others,WS/MP18164/2025-2026/259491-Development of playground,500000.0,,217465.0,17.0,17.0,1,500000.0,1.0,,0.8181818181818181,-0.6808829891879009,-0.1491048819283251,99.968426189041,0.6808829891879009,HIGH,True,True,3
237078,Jammu And Kashmir,ANANTNAG,MIAN ALTAF AHMAD,Normal/Others,WS/MP18070/2025-2026/237078-Construction of community centers and community halls,2000000.0,1600000.0,1600000.0,2.0,1.0,1,2000000.0,1.0,,0.9090909090909092,-0.6790995677882311,-0.1473214605286553,99.96746940689074,0.6790995677882311,HIGH,True,False,2
241441,Rajasthan,BHILWARA,DAMODAR AGARWAL,Normal/Others,WS/MP18162/2025-2026/241441-Construction of community centers and community halls,500000.0,,415244.0,12.0,12.0,1,500000.0,1.0,,0.8181818181818181,-0.678864691577342,-0.1470865843177662,99.96651262474047,0.678864691577342,HIGH,True,True,3
178508,Rajasthan,RAJSAMAND,MAHIMA KUMARI MEWAR,Normal/Others,"WS/MP18169/2024-2025/178508-Purchase of ambulances (Four, three and two wheelers)",900000.0,799520.0,799520.0,3.0,3.0,1,900000.0,1.0,,1.0,-0.6776393181106872,-0.1458612108511114,99.9655558425902,0.6776393181106872,HIGH,True,False,2
194865,Uttar Pradesh,AONLA,NEERAJ MAURYA,Normal/Others,WS/MP18201/2025-2026/194865-Lighting of public spaces,21030400.0,21030400.0,21030400.0,21.0,2.0,1,21030400.0,1.0,,0.9090909090909092,-0.6772952183225984,-0.1455171110630226,99.96459906043992,0.6772952183225984,HIGH,True,True,3
140155,Rajasthan,AJMER,Bhagirath Chaudhary,Normal/Others,WS/MP719/2024-2025/140155-Construction of community centers and community halls,200000.0,194388.0,194388.0,10.0,9.0,1,200000.0,1.0,,0.9090909090909092,-0.6772937913362067,-0.1455156840766309,99.96364227828964,0.6772937913362067,HIGH,True,True,3
